2858,416,14189,31,87,27,2.0368e+05,89,8.4452e+05,0,2202,6340,1003,375,246,0,3573,6513,1320,491,5410,635,1016,1343,142,950,822,623,81,1968,13200,3274,266,7700,2207,4282,0,4108,0,7341,4027,6954,8369,10223,4399
2805,442,9242,0,0,0,1.9028e+05,39,7.9402e+05,0,700,4515,833,501,246,0,3436,4373,493,226,8311,196,475,259,220,441,91,172,0,2409,26398,7916,109,6917,1924,8646,0,3569,0,7165,3414,6211,7140,8301,3303
2714,456,12701,28,0,0,1.8164e+05,248,7.4839e+05,0,570,3946,1092,304,251,0,2072,3879,967,273,5703,171,811,521,102,445,99,225,126,2054,15470,4437,16,8683,2469,4948,0,5171,0,9568,4449,10823,8636,12683,4757
4168,655,9821,0,0,0,1.7886e+05,173,7.4062e+05,0,721,5936,939,547,162,0,5088,5364,1427,338,5408,115,593,707,100,342,128,173,168,2072,23315,7792,66,8430,3237,8497,0,2766,0,4471,2121,3968,5908,6639,2829
3550,524,8494,46,0,30,1.7299e+05,119,7.1678e+05,0,289,5757,1023,313,271,0,4599,5970,1384,802,12346,192,414,799,145,502,82,127,28,4266,44540,13639,151,10363,2977,13572,0,7961,0,15930,6400,14807,12911,23908,9528
3354,390,26623,0,0,75,1.729e+05,71,7.1493e+05,0,5800,3888,543,563,399,0,1941,4492,761,181,3146,55,395,356,75,424,58,112,301,1306,10044,3401,163,7893,2241,4233,0,3748,0,7421,3907,6225,7981,7063,3285
2450,263,7476,0,0,28,1.6641e+05,134,6.6977e+05,0,223,6005,1023,590,377,0,4699,5536,698,405,8286,395,783,1042,92,1080,379,110,115,2866,25095,7016,87,7367,1880,6536,0,3552,0,9957,4429,7155,7974,13367,4939
2612,397,8642,21,0,0,1.6312e+05,240,6.5965e+05,0,146,5690,1092,402,554,0,5478,5809,1051,401,12391,372,423,936,235,756,22,210,181,4330,53523,13864,82,10356,2899,15228,0,8538,0,15299,6911,13094,15232,27997,9708
2587,293,8580,22,68,68,1.5724e+05,237,6.3123e+05,0,567,5520,1061,565,838,0,4037,5582,517,1313,8730,218,515,737,426,545,430,233,280,2264,27863,8001,0,8439,2508,8654,0,4651,0,10545,4398,7777,8593,11972,4723
3350,626,7607,37,10,0,1.5462e+05,236,6.0777e+05,0,251,6569,1206,582,396,0,4396,5924,915,579,6026,293,737,895,136,479,404,391,294,1691,19386,5043,69,9777,2416,5928,0,4800,0,9097,4334,7863,10235,17981,7439
2208,260,10010,0,0,34,1.5212e+05,256,6.0634e+05,0,1061,6222,689,503,314,0,2865,4021,902,606,5014,609,856,1078,273,700,641,373,31,1584,10768,2867,69,7534,1757,3649,0,3888,0,7945,3844,7291,7077,12329,5107
