39795,4051,2331,0,0,0,2.5065e+05,878,1.0187e+06,0,616,22445,4254,4867,600,0,9209,16946,3376,1889,7733,1073,1799,879,518,1313,230,268,670,2304,16131,4516,342,32696,10684,7442,0,2108,0,3150,1579,2825,2878,4801,3494
4.1597e+05,40654,38,0,0,0,292,7147,13567,0,121,2.2539e+05,42371,36147,6608,0,6369,1.547e+05,29560,14861,1932,4382,11814,9794,3113,6152,1194,1697,9709,152,30,49,3619,3.5828e+05,1.0624e+05,19556,0,85,0,0,98,19,128,0,80
3.5937e+05,38178,222,0,0,0,174,7605,13462,0,57,2.2192e+05,39921,39284,6277,0,6025,1.4618e+05,29637,14213,2020,4669,12129,11116,3646,7489,1567,2037,9205,28,45,153,3541,3.4812e+05,1.0576e+05,19554,0,0,0,42,0,62,84,128,9
3.661e+05,35544,156,0,0,0,500,6823,12273,0,260,2.0643e+05,37295,36128,5987,0,5790,1.4341e+05,26676,14056,1585,6278,10258,9467,2297,6612,1222,1121,7403,305,46,119,3179,3.1989e+05,96523,19883,0,0,0,36,60,0,50,56,32
3.398e+05,36113,0,0,0,0,1276,6117,15482,0,170,2.0801e+05,38779,37043,5627,0,4490,1.4533e+05,26369,15165,1889,5037,11102,9286,3199,6460,1110,2133,9640,209,45,30,2774,3.208e+05,97713,19890,0,78,0,0,0,51,119,37,0
3.467e+05,36047,201,0,0,0,120,5859,10646,0,145,2.043e+05,37440,37332,5171,0,4446,1.348e+05,26903,14085,1561,4807,11130,9634,3385,6332,1517,1654,8708,210,35,17,3298,3.0707e+05,97244,19481,0,35,0,0,0,69,58,6,31
3.2543e+05,34248,394,0,0,0,324,8227,10027,0,109,1.9335e+05,35120,32055,5560,0,4840,1.2766e+05,26038,13156,1313,4234,10512,8782,2564,6184,1009,1629,8780,253,0,84,3218,2.9842e+05,94132,18413,0,0,0,0,0,30,20,0,86
3.2869e+05,35010,177,0,0,0,615,6649,10873,0,83,1.9581e+05,37871,30712,5559,0,5040,1.3739e+05,24515,13387,1661,5074,9702,8243,2938,5941,1302,1881,7027,263,77,172,3008,2.9319e+05,86225,16692,0,0,0,0,0,0,37,38,35
3.2808e+05,31373,2067,0,0,0,2291,6780,19281,0,261,1.8855e+05,32913,32772,5171,0,7371,1.2736e+05,26028,13930,2985,3967,10620,9697,3013,5745,1339,1844,8029,331,1205,267,2942,2.9553e+05,87678,17839,0,779,0,517,101,563,589,1053,969
2.94e+05,32731,225,0,0,0,311,5327,11583,0,70,1.9002e+05,36749,32072,5268,0,5770,1.2807e+05,25504,12528,1626,4997,10038,8594,3814,6153,1362,1691,9120,67,49,86,2767,3.0527e+05,91315,18503,0,60,0,72,0,0,77,22,0
