1644,224,22623,41,0,0,0,2.457e+05,1.0271e+06,36,11755,5679,804,472,79,0,3560,3502,830,160,5964,130,473,515,228,561,0,10,72,2289,10735,2497,0,3537,1046,1987,0,3241,0,6245,0,6962,6703,4917,2878
1851,232,15736,0,0,0,0,2.223e+05,9.1738e+05,0,6507,7492,1060,493,25,0,6457,5540,906,142,11420,222,560,946,141,526,84,93,108,2100,12767,3142,0,3427,786,2278,11,4773,0,7258,0,9403,8009,9673,5374
1340,111,23389,51,73,0,0,2.0882e+05,8.7719e+05,0,10820,8673,1223,368,176,0,5632,5868,1081,289,8139,152,589,609,258,581,17,199,77,2562,15326,2992,0,3865,1342,3873,0,5370,0,7405,0,8730,8201,8098,4993
2601,325,10896,0,21,0,0,2.0469e+05,8.4952e+05,0,496,31542,5619,379,773,0,39147,22366,4788,386,76590,347,681,921,486,1288,255,316,17,8689,59621,16348,0,8190,2587,12503,20,16983,0,28352,0,37082,28617,53669,29621
1599,405,18803,0,0,0,0,1.8335e+05,7.5519e+05,0,9094,4241,666,607,154,0,2767,2467,579,217,4571,116,356,464,268,339,0,81,124,1575,7031,1786,0,3896,1654,1303,0,2755,0,4326,0,4714,5072,3983,2384
1846,292,6566,0,0,0,0,1.8013e+05,7.5153e+05,0,383,16521,3002,413,428,0,23632,12180,2433,210,43826,88,498,227,224,649,75,82,0,5680,41015,11007,0,4855,1678,9227,0,9610,0,17381,0,22876,16892,29925,15951
2345,359,9271,0,0,0,0,1.8117e+05,7.4564e+05,0,1808,9089,1571,335,16,0,7717,5646,993,279,14019,181,72,191,177,380,66,22,2,1886,14987,3739,0,4597,1783,3478,0,6551,0,10644,0,16629,12971,17434,10187
1731,108,11033,0,26,23,0,1.8067e+05,7.3264e+05,0,2016,6987,1310,425,53,0,4981,3866,1104,502,9380,122,285,139,68,422,3,104,58,1800,10981,3061,0,4122,1068,2399,0,4213,0,8085,0,13247,8695,11400,6964
935,247,19392,0,37,0,0,1.8214e+05,7.2448e+05,0,7141,5769,1285,216,61,0,5368,5371,1074,272,11318,130,139,331,167,406,23,90,131,4328,18075,4306,0,3551,968,2864,0,6068,0,8607,0,10973,8562,10100,5328
1319,309,6034,0,0,21,0,1.7309e+05,7.1944e+05,0,721,15896,3281,591,195,0,22211,11883,2499,295,39047,266,381,489,166,691,85,159,87,4686,53509,12735,0,6055,2176,12129,0,8614,0,13809,0,18311,14298,21945,11894
1179,431,15923,0,28,0,0,1.7083e+05,7.1001e+05,0,7285,3437,628,361,187,0,1891,3144,621,202,4520,19,149,380,144,411,0,108,143,1425,5513,1250,0,3336,1087,1283,0,1737,0,3226,0,3807,3541,3623,2150
1219,535,17919,18,0,0,0,1.7895e+05,7.0128e+05,0,8406,5482,885,332,45,0,4613,3975,881,402,6197,65,279,260,111,429,18,127,32,1779,11658,2981,0,3181,1414,1956,0,2788,0,4334,0,4657,5475,4868,2642
916,182,11125,0,45,26,0,1.6365e+05,6.7684e+05,0,1115,12098,1863,604,0,0,11522,6663,1803,320,23625,168,307,243,203,632,0,100,292,3516,23152,6007,0,7216,2252,5201,0,9481,0,16040,0,23862,17972,30652,15994
1393,189,15297,0,0,29,0,1.6184e+05,6.6331e+05,20,7086,2789,658,761,38,0,1231,2477,700,308,3641,38,110,142,174,30,103,171,312,1159,4138,1135,0,3951,1220,941,0,2951,0,3903,0,4518,4264,3230,2286
935,49,14006,0,63,0,0,1.6178e+05,6.6146e+05,0,3382,8812,2135,265,32,0,9026,7839,1485,85,15510,39,756,444,43,701,22,158,0,3043,19279,4504,0,2698,705,3359,0,6791,0,12373,0,17404,14951,18932,11644
3029,398,6215,0,12,36,0,1.6456e+05,6.5355e+05,0,894,21676,3162,443,257,0,29186,14779,2914,587,67719,111,558,589,145,739,88,235,177,10090,64814,16494,0,8816,2614,13234,0,13178,0,21206,0,27952,20946,38899,21052
1718,302,19388,0,18,0,0,1.5846e+05,6.5742e+05,0,12139,3731,593,559,224,0,2536,2798,854,235,5575,79,253,260,88,249,25,168,65,1063,6046,1423,0,3217,1149,1405,0,2100,0,3760,0,3364,2810,2563,1671
1875,236,7988,0,0,63,0,1.6234e+05,6.51e+05,0,618,17490,2442,392,195,0,19954,13082,2265,145,38421,0,278,273,74,683,113,113,73,5486,32703,9215,0,5837,1422,6652,0,9796,0,16408,0,22641,15196,25704,13993
1864,410,14986,0,149,0,0,1.5359e+05,6.5243e+05,0,4522,4934,608,335,77,0,4526,4457,932,157,8300,249,528,626,183,494,32,101,223,1565,7761,1650,0,5037,1263,1737,0,5028,0,9312,0,10031,7642,10549,5461
1347,100,16130,0,0,0,0,1.5242e+05,6.4164e+05,0,9443,3251,565,210,99,0,1541,2509,392,217,2737,0,415,502,54,279,4,122,41,1036,5388,1956,0,3860,1242,1189,0,2646,0,3551,0,3677,3295,3096,1730
1350,230,11823,0,34,0,0,1.5161e+05,6.2215e+05,0,5917,5914,791,225,0,0,6739,4267,609,233,12113,188,299,718,70,291,46,296,16,2490,11040,3084,0,4021,1470,1992,0,7090,0,10802,0,13612,10221,12906,6893
646,364,8519,0,0,0,0,1.5397e+05,6.1981e+05,0,580,11475,2636,262,41,0,12371,7654,1400,479,28832,320,205,349,135,492,50,260,110,3647,26209,7233,0,6362,1806,5192,0,9558,0,18850,0,24874,17065,30752,15771
1633,59,7032,0,18,0,0,1.4654e+05,6.1848e+05,21,308,15443,2915,435,90,0,20377,11998,1722,300,40222,185,165,169,116,839,196,76,99,5403,41080,9988,0,4898,1587,8064,0,10267,0,15485,0,22331,16699,29744,15318
1741,185,15111,60,0,23,0,1.493e+05,6.06e+05,0,5533,5343,1115,341,144,0,5140,3257,878,182,8041,44,339,561,61,498,61,271,133,1600,7669,2454,0,4693,1517,1927,0,2787,0,4907,0,6840,5590,7072,3858
1964,328,6638,0,0,26,0,1.4781e+05,5.9369e+05,0,724,18860,4030,392,735,0,22509,13461,2748,482,50787,333,764,966,317,688,191,271,231,7434,36008,9425,0,7344,2091,7895,0,12712,0,20725,0,26280,18696,35222,18110
1455,287,17197,0,41,50,0,1.49e+05,5.9186e+05,0,2497,5041,1141,455,245,0,4082,4217,793,314,10383,148,598,530,150,592,72,214,133,1788,7706,2033,0,6953,2132,1486,0,6362,0,9829,0,10850,10046,14811,7250
993,78,13193,62,0,24,0,1.471e+05,5.9187e+05,0,4514,4504,713,677,159,0,2834,3467,604,266,5984,152,205,384,38,545,47,115,0,1626,8383,2431,0,4178,1506,1782,33,2184,0,4764,0,5212,4561,4701,2223
