3107,773,52,12782,18179,13885,1.5129e+05,96,6.1729e+05,20,51,5933,1104,1058,17678,1011,2227,3520,910,8883,161,16022,21384,15341,3228,9391,14626,8405,323,144,124,1922,108,3318,892,367,57166,0,22507,107,34,6,52,136,26
5327,1021,0,8365,14654,11860,1.472e+05,176,5.8561e+05,52,0,5808,1246,1128,15108,1200,2387,3791,578,7406,201,13582,16279,11958,4026,7871,14054,7600,334,60,59,1395,131,3710,1248,301,53274,0,20834,26,60,0,0,63,0
2767,716,0,18290,27044,21920,1.347e+05,130,5.3118e+05,96,86,5192,994,822,22488,1399,2620,3295,823,8160,259,18003,19440,13116,3508,7637,17031,9350,538,164,113,1697,246,3163,829,298,46432,50,17275,60,20,26,0,19,22
3384,683,82,27557,46875,34246,1.2653e+05,46,5.2371e+05,0,78,4814,824,815,24740,1732,3147,1989,539,10976,191,22487,26972,18973,5360,12135,21477,11143,421,162,149,2509,93,2496,605,271,62517,0,23173,49,0,8,44,38,0
4656,722,0,11236,17196,13990,1.3271e+05,26,5.1821e+05,91,53,4859,1118,887,19912,1514,2325,3110,727,8927,248,16054,18324,13008,4280,7572,13970,8909,260,162,160,1972,118,2048,1182,267,45415,8,17609,72,83,0,0,64,55
3209,879,72,57966,86030,70603,1.1709e+05,47,4.7231e+05,166,62,5617,744,1038,17975,1288,2262,1816,377,8152,126,15767,17054,12540,4084,8323,14033,8183,351,108,45,1859,47,2929,886,410,38960,0,13337,2,38,0,0,0,0
2654,897,76,6658,10557,9195,1.115e+05,45,4.587e+05,489,94,5725,1092,1083,19570,1463,1637,1965,342,5049,198,12463,8419,5933,2570,3518,9707,5497,325,200,306,808,100,2379,762,368,67897,0,23192,66,26,42,0,45,0
2355,628,76,8536,13064,8417,1.0064e+05,119,4.1617e+05,60,0,4424,669,322,10426,1423,1783,2299,380,4121,104,10239,14662,9658,2923,6635,11402,6827,222,145,34,1366,56,2539,1024,111,38840,0,13607,0,64,0,0,0,17
2606,544,0,4543,7267,5469,95171,119,3.6953e+05,49,0,3326,758,906,7373,1129,858,2232,550,3646,86,6719,8042,4730,2073,3714,5449,4038,321,18,19,717,175,2548,811,21,28235,0,13097,14,46,2,0,0,0
4019,564,46,4556,6917,5832,92553,0,3.5957e+05,316,83,6748,1037,970,32908,868,1639,2534,543,7391,26,18944,8020,5267,3681,2732,13145,7578,156,113,321,787,126,2117,961,211,58365,42,20495,0,30,0,28,101,0
2851,727,35,3422,4908,4396,92120,20,3.6248e+05,0,55,5689,514,939,12510,1249,1359,2477,466,4007,90,8499,7940,4974,1651,3073,7037,3274,283,51,31,606,47,2695,782,187,31024,35,10059,48,54,0,0,0,0
2550,532,0,4997,6051,6194,86835,22,3.5654e+05,299,136,4010,582,540,11748,866,1856,3043,582,4665,133,8956,10764,7054,2562,3910,8594,4023,339,90,176,961,89,2332,432,388,31327,0,12144,38,19,9,24,0,0
